subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
HTM,3424,Event Management,3,"Management of special events in the hospitality and tourism industry. Organizational functions necessary for designing a broad range of special events, using formal elements of design to deliver successful events through use of effectively designed floor plans, event flow and logistics, risk management and contingency planning as well as analyzing the factors that influence an events success. Examine ethical issues at play in the context of modern event planning and implementation. Study review processes, evaluation methods and techniques used in events management. Sophomore standing.",,,"(3 Lec, 3 Crd)","6D Critique & Prac in Design, 10 Ethical Reasoning"
HTM,3444,Hospitality Financial Management,3,"The application of accounting, finance, and cost control principles to hospitality industry organizations. The focus of this course is to provide future food service and lodging organization managers with the ability to handle the unique problems regarding financial analysis and cost control in this industry.",ACIS 2116 and ECON 2006,FIN 3104,"(3 Lec, 3 Crd)",
HTM,3454,Social and Cultural Event Planning,3,"Overview of social life cycle events such as weddings as a niche within the hospitality industry. Examination of historical, religious, and cultural influences on traditions and customs. Analysis of market opportunities and growth potential for life cycle events. Skills taught include arranging successful events, managing event stakeholders and risks.",HTM 3424,,"(3 Lec, 3 Crd)",
HTM,3464,Sport and Entertainment Event & Facility Management,3,"Overview of sporting and entertainment events and types of facilities. Skills taught include planning successful events including budgets, timelines, human resources, contractors, and marketing. Topics include managing and maintaining assets and venue technology and managing temporary venues. Analysis of risk for stakeholders regarding alcohol and crowd management.",HTM 3424,,"(3 Lec, 3 Crd)",
HTM,3484,Socio-Cultural Impacts of Tourism,3,"A study of both historic and current impacts of tourism on family, community, culture, government, globalization, and the environment at the domestic and international levels. The course uses a sustainable tourism framework to examine the complex ways in which tourism both affects and is affected by modern society worldwide.  Includes topics such as eco-tourism, volunteer tourism and space tourism.",,,"(3 Lec, 3 Crd)","2 Critical Thinking Humanities, 3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
HTM,3524,Lodging Management,3,"Organization, function, and management of lodging operations.  Current issues and management challenges in the lodging industry.  Applications of revenue management to lodging systems. Pre: Sophomore standing",,,"(3 Lec, 3 Crd)",
HTM,3900,Bridge Experience,0,"Application of academic knowledge and skills to in a work-based experience aligned with post-graduation goals using research-based learning processes. Satisfactory completion of work-based experience often in the form of internship, undergraduate research, co-op, or study abroad; self-evaluation; reflection; and showcase of learning. Pre: Departmental approval of 3900 plan.",,,(0 Crd),
HTM,3954,HTM Study Abroad,1-6,This course provides students with an international hospitality and tourism management business experience. Students will be required to apply their knowledge and skills from their Pamplin College of Business core courses within this course.  Students will learn from the structured educational experience developed by the faculty directing the study abroad program.  Pamplin College of Business majors must have been approved for upper division course- work.,,,"(1-6 Lec, 1-6 Crd)",
HTM,3984,Special Study,1-19,,,,Variable credit course,
HTM,4334,Sustainable Entrepreneurship and Innovation in Hospitality & Tourism,3,"Analysis of hospitality and tourism innovative and entrepreneurial enterprises to pursue sustainable growth. Analyze the sustainability of hospitality & tourism business ideas regarding growth opportunities considering societal, demographic, and environmental changes from a variety of sources. An examination of the key elements of sustainable entrepreneurship for hospitality and tourism enterprises that apply across a range of business models. Includes a field based, experiential learning project where teams collaborate to analyze data from multiple sources to develop and execute business ideas for existing or new enterprises.  Pre: Junior standing.",MGT 2064 or AAEC 2434,,"(3 Lec, 3 Crd)",
HTM,4354,Information Technology and Social Media in Hospitality and Tourism,3,"Introduction to the strategic use of information technology (IT) in todays hospitality and tourism organizations. Includes the most current and widely used information systems in operation, management, and e-business in hospitality and tourism as well as identification, discussion and debate of the ethical issues associated with these systems. Study of social media as a marketing tool for hospitality and tourism businesses. Examine impacts of IT on organizations and the industry as a whole. Pre: Sophomore standing.",,,"(3 Lec, 3 Crd)","5A Quant & Comp Thnk Adv., 10 Ethical Reasoning"
HTM,4414,Restaurant Management: Design and Innovation,3,"Reviews organizational structures, terminology, and categories associated with restaurant management. Discusses principles of restaurant management, including concept design development, financial analysis, daily operations, and customer service. Focuses on emerging trends in technology and innovation. Case study discussions of current issues and challenges in the industry, development of comprehensive restaurant business plan, and ""Training for Intervention Procedures"" (TIPS) certification.",HTM 3414,,"(3 Lec, 3 Crd)",
HTM,4434,Event and Experience Management Senior Workshop,3,"Senior experiential learning workshop to integrate and apply ethics, research, and design concepts from past coursework by engaging in actual professional events and experiences. Explore and understand the complexity of planning, coordination, and evaluation of events and the impact on the human experience. Capstone for Pathways Minor in Event & Experience Management. Pre: Senior Standing; Registered for the Event and Experience Management Pathways Minor.",HTM 3424,,"(3 Lec, 3 Crd)","7 Identity & Equity in U.S., 10 Ethical Reasoning"
HTM,4444,Winery Tourism,3,"The course focuses on the role of wine and wineries in tourism, wine marketing and management in the hospitality industry, and examines the components of a winery.  Students must be 21 years of age due to the inclusion of wine tasting in the course. COURSE FEE: $18.",,,"(3 Lec, 3 Crd)",
HTM,4454,Hospitality Revenue Management,3,"Examines lodging and foodservices Revenue Management (RM) issues. Customer-centric approach, explores RM from various traditional academic perspectives, including economics, pricing, forecasting, consumer behavior, accounting, finance, and human resources. Management-oriented, emphasizes practical aspects of decision-making. Applies theoretical concepts through class discussion, group projects and individual assignments.",HTM 3444,,"(3 Lec, 3 Crd)",
HTM,4464,Human Resources Management in the Hospitality Industry,3,An overview of the concepts of human resources management as applied to the specific environments within the hospitality industry.,MGT 3304 or MGT 3404,,"(3 Lec, 3 Crd)",
HTM,4474,Hospitality & Tourism Law,3,"Managerial approach to the law that applies to hotels, food-service establishments, events, and tourism; special focus on manager's duties to guests. Key concepts covered include contract and property law, licensing and permits, labor relations, risk management including food and beverage issues, safety and security, and liability and negligence.",FIN 3054,,"(3 Lec, 3 Crd)",
HTM,4484,International Tourism,3,"Survey of global travel and tourism issues, including trends and patterns of global tourism, flow models, constraints and obstacles to international travel, demand for travel and tourism, tourism supply distribution, destination competitiveness, tourist safety and security, international travel and tourism organizations, performance measures. Analysis of sustainable indicators in protected areas and world heritage sites, tourism statistics and trends.",MKTG 3104 or MKTG 3104H,,"(3 Lec, 3 Crd)",
HTM,4514,Hospitality Market Data Analysis,3,"Extraction and analysis of industry data on a selected market for development and presentation of the Market Study in a worldwide competition among other universities. In conjunction with a leading hospitality industry data provider, students have an opportunity to extract and analyze current industry data. Expands teamwork and communication skills through written and oral delivery of the study. Impact Analysis study of a recent current event on hotels, related and non-related travel sectors.",HTM 3524 and HTM 3444 and HTM 4454,,"(3 Lec, 3 Crd)",
